TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
R2510,7950000US2100500,"Barren River Area Development District (Central)--Warren County PUMA, Kentucky",87,"229,300","+/-19,124"
R2510,7950000US2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",87,"117,700","+/-11,042"
R2510,7950000US2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",87,"126,500","+/-17,082"
R2510,7950000US2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",87,"110,800","+/-10,063"
R2510,7950000US2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",87,"93,500","+/-12,826"
R2510,7950000US2101000,"Kentucky River Area Development District PUMA, Kentucky",87,"68,900","+/-7,164"
R2510,7950000US2101100,"Big Sandy Area Development District PUMA, Kentucky",87,"101,900","+/-7,614"
R2510,7950000US2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",87,"167,400","+/-7,438"
R2510,7950000US2101300,"Lincoln Trail Area Development District (West) PUMA, Kentucky",87,"173,600","+/-9,518"
R2510,7950000US2101400,"Green River Area Development District (Southwest) PUMA, Kentucky",87,"131,200","+/-10,454"
R2510,7950000US2101500,"Green River Area Development District (Northeast)--Daviess & Hancock Counties PUMA, Kentucky",87,"165,800","+/-8,402"
R2510,7950000US2101600,"KIPDA Area Development District (Southeast) PUMA, Kentucky",87,"231,800","+/-11,069"
R2510,7950000US2101701,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA, Kentucky",87,"94,600","+/-9,146"
R2510,7950000US2101702,"KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA, Kentucky",87,"305,500","+/-14,101"
R2510,7950000US2101703,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA, Kentucky",87,"345,800","+/-11,836"
R2510,7950000US2101704,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA, Kentucky",87,"250,200","+/-9,776"
R2510,7950000US2101705,"KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA, Kentucky",87,"189,700","+/-8,571"
R2510,7950000US2101706,"KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA, Kentucky",87,"157,200","+/-5,295"
R2510,7950000US2101800,"KIPDA Area Development District (Northeast) PUMA, Kentucky",87,"281,600","+/-13,916"
R2510,7950000US2101901,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA, Kentucky",87,"250,700","+/-16,432"
R2510,7950000US2101902,"Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA, Kentucky",87,"240,100","+/-8,600"
R2510,7950000US2102000,"Bluegrass Area Development District (West) PUMA, Kentucky",87,"190,400","+/-6,858"
R2510,7950000US2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",87,"178,100","+/-10,493"
R2510,7950000US2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",87,"171,100","+/-9,557"
R2510,7950000US2102300,"Bluegrass Area Development District (Northeast) PUMA, Kentucky",87,"217,700","+/-9,923"
R2510,7950000US2102400,"Northern Kentucky Area Development District (North Central)--Kenton County PUMA, Kentucky",87,"215,600","+/-9,474"
R2510,7950000US2102500,"Northern Kentucky Area Development District (Northwest)--Boone County PUMA, Kentucky",87,"231,000","+/-14,678"
R2510,7950000US2102600,"Northern Kentucky Area Development District (Southeast) PUMA, Kentucky",87,"191,500","+/-10,113"
R2510,7950000US2102700,"Buffalo Trace & Gateway Area Development Districts PUMA, Kentucky",87,"117,300","+/-8,244"
R2510,7950000US2102800,"FIVCO Area Development District PUMA, Kentucky",87,"106,600","+/-11,208"
R2510,7950000US2200100,"Coordinating & Development Corporation 1--Shreveport City (North) PUMA, Louisiana",87,"152,900","+/-12,930"
R2510,7950000US2200101,"Coordinating & Development Corporation 2--Shreveport City (South) PUMA, Louisiana",87,"173,300","+/-19,644"
R2510,7950000US2200200,"Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA, Louisiana",87,"187,300","+/-14,684"
R2510,7950000US2200300,"Coordinating & Development Corporation 4--Northwest Louisiana PUMA, Louisiana",87,"141,400","+/-14,163"
R2510,7950000US2200400,"North Delta Regional Planning & Development District 1--Ouachita Parish PUMA, Louisiana",87,"179,800","+/-13,763"
R2510,7950000US2200500,"North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA, Louisiana",87,"89,200","+/-11,419"
R2510,7950000US2200600,"Kisatchie Delta Regional Planning & Development District 1 PUMA, Louisiana",87,"117,100","+/-14,443"
R2510,7950000US2200700,"Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA, Louisiana",87,"165,400","+/-11,120"
R2510,7950000US2200800,"Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA, Louisiana",87,"174,100","+/-16,540"
R2510,7950000US2200900,"Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA, Louisiana",87,"188,900","+/-32,772"
R2510,7950000US2201000,"Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA, Louisiana",87,"127,300","+/-17,291"
R2510,7950000US2201100,"Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA, Louisiana",87,"153,200","+/-13,369"
R2510,7950000US2201200,"Acadiana Regional Development District 3--Lafayette Parish (North) PUMA, Louisiana",87,"175,700","+/-14,273"
R2510,7950000US2201201,"Acadiana Regional Development District 4--Lafayette Parish (South) PUMA, Louisiana",87,"237,800","+/-14,476"
R2510,7950000US2201300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA; Louisiana",87,"148,600","+/-12,378"
R2510,7950000US2201400,"Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA, Louisiana",87,"187,000","+/-17,549"
R2510,7950000US2201500,"Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA, Louisiana",87,"285,100","+/-15,198"
R2510,7950000US2201501,"Capital Region Planning Commission 3--Baton Rouge City PUMA, Louisiana",87,"206,600","+/-17,220"
R2510,7950000US2201502,"Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA, Louisiana",87,"181,600","+/-13,754"
R2510,7950000US2201600,"Capital Region Planning Commission 5--Ascension Parish PUMA, Louisiana",87,"224,600","+/-14,625"
R2510,7950000US2201700,"Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA, Louisiana",87,"210,500","+/-12,914"
R2510,7950000US2201800,"Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA, Louisiana",87,"170,500","+/-14,554"
R2510,7950000US2201900,"South Central Planning & Development Commission 1--River Parishes PUMA, Louisiana",87,"196,500","+/-13,172"
R2510,7950000US2202000,"South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA, Louisiana",87,"153,700","+/-15,588"
R2510,7950000US2202100,"South Central Planning & Development Commission 3--Terrebonne Parish PUMA, Louisiana",87,"174,900","+/-18,187"
R2510,7950000US2202200,"Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA, Louisiana",87,"287,600","+/-11,688"
R2510,7950000US2202201,"Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA, Louisiana",87,"214,900","+/-12,877"
R2510,7950000US2202300,"Regional Planning Commission 3--Jefferson Parish (North) PUMA, Louisiana",87,"236,500","+/-10,795"
R2510,7950000US2202301,"Regional Planning Commission 4--Jefferson Parish (Central) PUMA, Louisiana",87,"284,400","+/-10,222"
R2510,7950000US2202302,"Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA, Louisiana",87,"172,200","+/-7,528"
R2510,7950000US2202400,"Regional Planning Commission 6--New Orleans City (Northeast) PUMA, Louisiana",87,"236,700","+/-12,341"
R2510,7950000US2202401,"Regional Planning Commission 7--New Orleans City (Central) PUMA, Louisiana",87,"293,800","+/-18,748"
R2510,7950000US2202402,"Regional Planning Commission 8--New Orleans City (South) PUMA, Louisiana",87,"347,200","+/-23,773"
R2510,7950000US2202500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA; Louisiana",87,"171,600","+/-5,841"
R2510,7950000US2300100,"Northeast Maine--Aroostook & Washington Counties PUMA, Maine",87,"125,200","+/-7,803"
R2510,7950000US2300200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA; Maine",87,"160,400","+/-5,234"
R2510,7950000US2300300,"Penobscot County PUMA, Maine",87,"184,700","+/-11,552"
R2510,7950000US2300400,"Kennebec County PUMA, Maine",87,"189,300","+/-13,031"
R2510,7950000US2300500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties PUMA; Maine",87,"266,900","+/-8,400"
R2510,7950000US2300600,"Androscoggin County PUMA, Maine",87,"219,800","+/-10,382"
R2510,7950000US2300700,"Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA, Maine",87,"337,700","+/-17,735"
R2510,7950000US2300800,"South Maine--York (West) & Cumberland (West) Counties PUMA, Maine",87,"333,100","+/-12,284"
R2510,7950000US2300900,"Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA, Maine",87,"387,900","+/-15,839"
R2510,7950000US2301000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA; Maine",87,"386,900","+/-15,962"
R2510,7950000US2400100,"Allegany & Garrett Counties--Cumberland City PUMA, Maryland",87,"148,500","+/-9,348"
R2510,7950000US2400200,"Washington County--Hagerstown City PUMA, Maryland",87,"246,500","+/-13,044"
R2510,7950000US2400301,"Frederick County (Outside Greater Frederick City) PUMA, Maryland",87,"445,200","+/-12,316"
R2510,7950000US2400302,"Frederick County (Central)--Greater Frederick City PUMA, Maryland",87,"360,200","+/-12,482"
R2510,7950000US2400400,"Carroll County PUMA, Maryland",87,"391,100","+/-10,563"
R2510,7950000US2400501,"Baltimore County (Outer) PUMA, Maryland",87,"464,700","+/-20,717"
R2510,7950000US2400502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA; Maryland",87,"300,700","+/-18,536"
R2510,7950000US2400503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA; Maryland",87,"371,300","+/-13,101"
R2510,7950000US2400504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA; Maryland",87,"293,800","+/-13,204"
R2510,7950000US2400505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA; Maryland",87,"271,600","+/-14,100"
R2510,7950000US2400506,"Baltimore County--Dundalk, Essex & Edgemere PUMA; Maryland",87,"196,000","+/-11,548"
R2510,7950000US2400507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA; Maryland",87,"300,600","+/-15,755"
R2510,7950000US2400601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA; Maryland",87,"393,300","+/-11,492"
R2510,7950000US2400602,"Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA, Maryland",87,"261,800","+/-12,994"
R2510,7950000US2400700,"Cecil County PUMA, Maryland",87,"305,200","+/-15,322"
R2510,7950000US2400801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA; Maryland",87,"170,600","+/-9,694"
R2510,7950000US2400802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA; Maryland",87,"239,900","+/-15,039"
R2510,7950000US2400803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",87,"189,000","+/-11,334"
R2510,7950000US2400804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",87,"229,500","+/-20,627"
R2510,7950000US2400805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA; Maryland",87,"162,700","+/-11,139"
R2510,7950000US2400901,"Howard County (West)--Columbia (West) & Ellicott City (Northwest) PUMA, Maryland",87,"633,900","+/-14,667"
R2510,7950000US2400902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA; Maryland",87,"443,900","+/-13,199"
R2510,7950000US2401001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA; Maryland",87,"609,500","+/-20,811"
R2510,7950000US2401002,"Montgomery County (West Central)--Germantown & Montgomery Village PUMA, Maryland",87,"368,500","+/-13,107"
R2510,7950000US2401003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA; Maryland",87,"587,400","+/-20,269"
R2510,7950000US2401004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA; Maryland",87,"955,300","+/-28,742"
R2510,7950000US2401005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA; Maryland",87,"472,800","+/-16,983"
R2510,7950000US2401006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA; Maryland",87,"502,900","+/-27,508"
R2510,7950000US2401007,"Montgomery County (Southeast)--Takoma Park City & Silver Spring PUMA, Maryland",87,"574,300","+/-18,258"
R2510,7950000US2401101,"Prince George's County (Northwest)--College Park City & Langley Park PUMA, Maryland",87,"387,500","+/-16,749"
R2510,7950000US2401102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA; Maryland",87,"382,900","+/-13,675"
R2510,7950000US2401103,"Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA, Maryland",87,"371,200","+/-11,748"
R2510,7950000US2401104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA; Maryland",87,"293,300","+/-9,877"
R2510,7950000US2401105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA; Maryland",87,"428,100","+/-11,234"
R2510,7950000US2401106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom PUMA; Maryland",87,"400,200","+/-14,148"
R2510,7950000US2401107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA; Maryland",87,"341,400","+/-8,410"
R2510,7950000US2401201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA; Maryland",87,"412,800","+/-20,087"
R2510,7950000US2401202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA; Maryland",87,"318,000","+/-11,507"
R2510,7950000US2401203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA; Maryland",87,"479,000","+/-17,760"
R2510,7950000US2401204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA; Maryland",87,"497,300","+/-25,543"
R2510,7950000US2401300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA; Maryland",87,"327,300","+/-11,324"
R2510,7950000US2401400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA; Maryland",87,"253,000","+/-13,831"
R2510,7950000US2401500,"St. Mary's & Calvert Counties PUMA, Maryland",87,"379,900","+/-11,749"
R2510,7950000US2401600,"Charles County--La Plata Town & Waldorf PUMA, Maryland",87,"371,000","+/-9,122"
R2510,7950000US2500100,"Berkshire County--Pittsfield City PUMA, Massachusetts",87,"260,000","+/-11,970"
R2510,7950000US2500200,"Franklin & Hampshire (North) Counties PUMA, Massachusetts",87,"311,500","+/-12,469"
R2510,7950000US2500300,"Worcester County (Central)--Worcester City PUMA, Massachusetts",87,"317,800","+/-10,186"
R2510,7950000US2500301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA; Massachusetts",87,"297,100","+/-11,424"
R2510,7950000US2500302,"Worcester County (West Central) PUMA, Massachusetts",87,"358,500","+/-11,927"
R2510,7950000US2500303,"Worcester County (East Central) PUMA, Massachusetts",87,"484,000","+/-14,256"
R2510,7950000US2500304,"Worcester County (South) PUMA, Massachusetts",87,"369,500","+/-12,173"
R2510,7950000US2500400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA; Massachusetts",87,"362,300","+/-15,740"
R2510,7950000US2500501,"Middlesex County (Outside Lowell City) PUMA, Massachusetts",87,"487,000","+/-17,833"
R2510,7950000US2500502,"Middlesex County (Far Northeast)--Lowell City PUMA, Massachusetts",87,"380,400","+/-22,136"
R2510,7950000US2500503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA; Massachusetts",87,"723,600","+/-21,064"
R2510,7950000US2500504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA; Massachusetts",87,"566,600","+/-28,297"
R2510,7950000US2500505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA; Massachusetts",87,"875,900","+/-19,336"
R2510,7950000US2500506,"Middlesex County (East)--Cambridge City PUMA, Massachusetts",87,"1,006,100","+/-53,736"
R2510,7950000US2500507,"Middlesex County (East)--Somerville & Everett Cities PUMA, Massachusetts",87,"684,400","+/-26,116"
R2510,7950000US2500508,"Middlesex County (East)--Malden & Medford Cities PUMA, Massachusetts",87,"625,800","+/-19,890"
R2510,7950000US2500701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA; Massachusetts",87,"420,900","+/-11,511"
R2510,7950000US2500702,"Essex County (Central)--Amesbury Town City PUMA, Massachusetts",87,"591,900","+/-20,009"
R2510,7950000US2500703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA; Massachusetts",87,"588,300","+/-19,271"
R2510,7950000US2500704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA; Massachusetts",87,"457,400","+/-22,041"
R2510,7950000US2501000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA; Massachusetts",87,"600,400","+/-19,655"
R2510,7950000US2501300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA; Massachusetts",87,"582,000","+/-19,076"
R2510,7950000US2501400,"Middlesex (West Central) & Worcester (East) Counties PUMA, Massachusetts",87,"667,500","+/-24,642"
R2510,7950000US2501600,"Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA, Massachusetts",87,"312,100","+/-11,553"
R2510,7950000US2501900,"Hampden County (Central)--Springfield City PUMA, Massachusetts",87,"198,200","+/-9,677"
R2510,7950000US2501901,"Hampden County (West of Springfield City)--Westfield & Holyoke Cities PUMA, Massachusetts",87,"271,800","+/-6,992"
R2510,7950000US2501902,"Hampden County (East of Springfield City)--Chicopee City PUMA, Massachusetts",87,"292,400","+/-12,150"
R2510,7950000US2502400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA; Massachusetts",87,"517,400","+/-29,430"
R2510,7950000US2502800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA; Massachusetts",87,"614,800","+/-18,209"
R2510,7950000US2503301,"Boston City--Allston, Brighton & Fenway PUMA; Massachusetts",87,"549,700","+/-67,293"
R2510,7950000US2503302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA; Massachusetts",87,"872,200","+/-45,142"
R2510,7950000US2503303,"Boston City--Dorchester & South Boston PUMA, Massachusetts",87,"682,600","+/-25,451"
R2510,7950000US2503304,"Boston City--Mattapan & Roxbury PUMA, Massachusetts",87,"528,800","+/-45,756"
R2510,7950000US2503305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA; Massachusetts",87,"602,600","+/-23,122"
R2510,7950000US2503306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA; Massachusetts",87,"529,400","+/-51,933"
R2510,7950000US2503400,"Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA, Massachusetts",87,"1,173,900","+/-48,653"
R2510,7950000US2503500,"Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA, Massachusetts",87,"1,029,900","+/-51,208"
R2510,7950000US2503601,"Norfolk County (Southwest)--Greater Franklin Town City PUMA, Massachusetts",87,"531,600","+/-23,507"
R2510,7950000US2503602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA; Massachusetts",87,"538,500","+/-20,013"
R2510,7950000US2503603,"Norfolk County (Northeast)--Quincy City & Milton Town PUMA, Massachusetts",87,"613,900","+/-25,268"
R2510,7950000US2503900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA; Massachusetts",87,"580,600","+/-17,589"
R2510,7950000US2504000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA; Massachusetts",87,"386,700","+/-13,067"
R2510,7950000US2504200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA; Massachusetts",87,"415,200","+/-16,355"
R2510,7950000US2504301,"Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA, Massachusetts",87,"439,600","+/-19,195"
R2510,7950000US2504302,"Bristol County (Central)--Fall River City & Somerset Town PUMA, Massachusetts",87,"354,600","+/-13,795"
R2510,7950000US2504303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA; Massachusetts",87,"411,700","+/-19,313"
R2510,7950000US2504500,"Bristol County (South)--New Bedford City & Fairhaven Town PUMA, Massachusetts",87,"329,300","+/-11,744"
R2510,7950000US2504700,"Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA, Massachusetts",87,"479,900","+/-14,285"
R2510,7950000US2504800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA; Massachusetts",87,"624,500","+/-28,697"
R2510,7950000US2504901,"Plymouth & Bristol Counties (Outside Brockton City) PUMA, Massachusetts",87,"458,300","+/-12,508"
R2510,7950000US2504902,"Plymouth County (Central) PUMA, Massachusetts",87,"470,400","+/-17,216"
R2510,7950000US2504903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA; Massachusetts",87,"534,900","+/-25,229"
R2510,7950000US2600100,"Western Upper Peninsula PUMA, Michigan",87,"127,000","+/-7,451"
R2510,7950000US2600200,"Eastern Upper Peninsula PUMA, Michigan",87,"136,100","+/-6,886"
R2510,7950000US2600300,"Northeast Lower Peninsula PUMA, Michigan",87,"142,400","+/-5,869"
R2510,7950000US2600400,"Northwest Lower Peninsula (East) PUMA, Michigan",87,"194,900","+/-8,139"
R2510,7950000US2600500,"Northwest Lower Peninsula (West) PUMA, Michigan",87,"268,100","+/-13,065"
R2510,7950000US2600600,"Newaygo, Mason, Oceana & Lake Counties PUMA; Michigan",87,"162,800","+/-6,036"
R2510,7950000US2600700,"Muskegon County PUMA, Michigan",87,"165,500","+/-6,109"
R2510,7950000US2600801,"Ottawa County (West) PUMA, Michigan",87,"251,700","+/-10,050"
R2510,7950000US2600802,"Ottawa County (East) PUMA, Michigan",87,"287,200","+/-7,816"
R2510,7950000US2600900,"Allegan County PUMA, Michigan",87,"223,100","+/-9,368"
R2510,7950000US2601001,"Kent County (Southwest) PUMA, Michigan",87,"221,900","+/-12,173"
R2510,7950000US2601002,"Kent County (Central)--Grand Rapids City Area PUMA, Michigan",87,"206,700","+/-7,583"
R2510,7950000US2601003,"Kent County (Southeast) PUMA, Michigan",87,"314,400","+/-14,059"
R2510,7950000US2601004,"Kent County (North) PUMA, Michigan",87,"260,000","+/-10,767"
R2510,7950000US2601100,"Ionia, Montcalm, Mecosta & Osceola Counties PUMA; Michigan",87,"157,600","+/-4,531"
R2510,7950000US2601200,"Isabella, Gratiot & Clare Counties PUMA; Michigan",87,"133,700","+/-7,743"
R2510,7950000US2601300,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA; Michigan",87,"124,500","+/-6,449"
R2510,7950000US2601400,"Bay & Midland Counties PUMA, Michigan",87,"144,300","+/-7,807"
R2510,7950000US2601500,"Saginaw County PUMA, Michigan",87,"128,600","+/-5,754"
R2510,7950000US2601600,"Tuscola, Sanilac & Huron Counties PUMA; Michigan",87,"133,000","+/-6,251"
R2510,7950000US2601701,"Genesee (East) & Lapeer Counties PUMA, Michigan",87,"211,100","+/-10,083"
R2510,7950000US2601702,"Genesee County (Central, Outside Flint City) PUMA; Michigan",87,"112,300","+/-8,583"
R2510,7950000US2601703,"Genesee County (Central)--Flint City Area PUMA, Michigan",87,"49,300","+/-4,651"
R2510,7950000US2601704,"Genesee (West) & Shiawassee Counties PUMA, Michigan",87,"175,200","+/-7,276"
R2510,7950000US2601801,"Ingham County (South & East) PUMA, Michigan",87,"223,800","+/-10,107"
R2510,7950000US2601802,"Ingham County (Northwest) PUMA, Michigan",87,"112,100","+/-7,867"
R2510,7950000US2601900,"Eaton & Clinton Counties PUMA, Michigan",87,"211,700","+/-6,947"
R2510,7950000US2602000,"Calhoun & Barry Counties PUMA, Michigan",87,"165,800","+/-6,242"
R2510,7950000US2602101,"Kalamazoo County (Outer) PUMA, Michigan",87,"228,500","+/-12,793"
R2510,7950000US2602102,"Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA, Michigan",87,"184,300","+/-9,532"
R2510,7950000US2602200,"St. Joseph & Branch Counties PUMA, Michigan",87,"144,700","+/-8,222"
R2510,7950000US2602300,"Van Buren & Cass Counties PUMA, Michigan",87,"174,400","+/-9,307"
R2510,7950000US2602400,"Berrien County PUMA, Michigan",87,"194,100","+/-10,831"
R2510,7950000US2602500,"Lenawee & Hillsdale Counties PUMA, Michigan",87,"167,600","+/-5,643"
R2510,7950000US2602600,"Jackson County PUMA, Michigan",87,"169,800","+/-7,706"
R2510,7950000US2602701,"Washtenaw County (West, Northeast & Southeast) PUMA; Michigan",87,"346,600","+/-13,831"
R2510,7950000US2602702,"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan",87,"399,300","+/-17,715"
R2510,7950000US2602703,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA; Michigan",87,"261,200","+/-14,346"
R2510,7950000US2602800,"Livingston County PUMA, Michigan",87,"313,000","+/-6,691"
R2510,7950000US2602901,"Oakland County (West) PUMA, Michigan",87,"298,200","+/-14,742"
R2510,7950000US2602902,"Oakland County (Northeast) PUMA, Michigan",87,"343,000","+/-10,053"
R2510,7950000US2602903,"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan",87,"369,800","+/-9,657"
R2510,7950000US2602904,"Oakland County (Central) PUMA, Michigan",87,"193,200","+/-10,082"
R2510,7950000US2602905,"Oakland County (Southwest) PUMA, Michigan",87,"334,500","+/-16,113"
R2510,7950000US2602906,"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan",87,"467,300","+/-15,395"
R2510,7950000US2602907,"Oakland County (South Central)--Farmington & Southfield Area PUMA, Michigan",87,"250,000","+/-9,572"
R2510,7950000US2602908,"Oakland County (Southeast) PUMA, Michigan",87,"236,000","+/-8,093"
R2510,7950000US2603001,"Macomb County (North) PUMA, Michigan",87,"282,300","+/-10,437"
R2510,7950000US2603002,"Macomb County (Central) PUMA, Michigan",87,"313,500","+/-10,067"
R2510,7950000US2603003,"Macomb County (Southwest)--Sterling Heights City PUMA, Michigan",87,"237,300","+/-5,358"
R2510,7950000US2603004,"Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA, Michigan",87,"200,800","+/-11,677"
R2510,7950000US2603005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA; Michigan",87,"151,900","+/-4,155"
R2510,7950000US2603006,"Macomb County (Southwest)--Warren & Center Line Cities PUMA, Michigan",87,"166,000","+/-4,678"
R2510,7950000US2603100,"St. Clair County PUMA, Michigan",87,"192,400","+/-9,071"
R2510,7950000US2603201,"Wayne County (Northwest) PUMA, Michigan",87,"343,900","+/-11,152"
R2510,7950000US2603202,"Wayne County (North Central)--Livonia City & Redford Charter Township PUMA, Michigan",87,"212,200","+/-6,644"
R2510,7950000US2603203,"Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA, Michigan",87,"176,100","+/-8,186"
R2510,7950000US2603204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA; Michigan",87,"153,000","+/-3,735"
